split,subject,class,segment_id,onset_EDA_s,onset_BVP_s,onset_RESP_s,onset_consensus_s,onset_spread_s
train,30,PainArm,30_PainArm_11,,3.12,2.93,3.0250000000000004,0.18999999999999995
train,30,PainHand,30_PainHand_11,,,2.02,2.02,0.0
train,30,PainHand,30_PainHand_12,,,2.7,2.7,0.0
train,34,PainHand,34_PainHand_1,,,2.0,2.0,0.0
train,34,PainHand,34_PainHand_2,,1.46,2.17,1.815,0.71
train,34,PainArm,34_PainArm_1,2.41,,2.42,2.415,0.009999999999999787
train,34,PainArm,34_PainArm_2,2.0,2.83,2.08,2.08,0.8300000000000001
train,34,PainHand,34_PainHand_3,,,2.01,2.01,0.0
train,34,PainHand,34_PainHand_4,,1.32,3.29,2.305,1.97
train,34,PainArm,34_PainArm_3,2.07,2.22,2.37,2.22,0.30000000000000027
train,34,PainArm,34_PainArm_4,,2.58,3.36,2.9699999999999998,0.7799999999999998
train,34,PainHand,34_PainHand_5,3.06,,,3.06,0.0
train,34,PainArm,34_PainArm_5,2.13,,3.74,2.935,1.6100000000000003
train,34,PainHand,34_PainHand_6,,,2.72,2.72,0.0
train,34,PainArm,34_PainArm_6,,,2.06,2.06,0.0
train,34,PainArm,34_PainArm_7,,,2.04,2.04,0.0
train,34,PainHand,34_PainHand_7,,,3.31,3.31,0.0
train,34,PainHand,34_PainHand_8,,,2.8,2.8,0.0
train,34,PainHand,34_PainHand_9,,3.36,,3.36,0.0
train,34,PainArm,34_PainArm_8,,2.09,2.0,2.045,0.08999999999999986
train,34,PainArm,34_PainArm_9,,1.87,3.55,2.71,1.6799999999999997
train,34,PainHand,34_PainHand_10,,1.33,2.43,1.8800000000000001,1.1
train,34,PainArm,34_PainArm_10,,2.08,2.56,2.3200000000000003,0.48
train,34,PainArm,34_PainArm_11,,2.56,3.57,3.065,1.0099999999999998
train,34,PainHand,34_PainHand_11,,1.83,3.01,2.42,1.1799999999999997
train,34,PainHand,34_PainHand_12,,,2.69,2.69,0.0
train,36,PainArm,36_PainArm_1,,,2.15,2.15,0.0
train,36,PainArm,36_PainArm_2,,,2.42,2.42,0.0
train,36,PainHand,36_PainHand_1,,,2.12,2.12,0.0
train,36,PainHand,36_PainHand_2,,,2.16,2.16,0.0
train,36,PainArm,36_PainArm_4,,,2.05,2.05,0.0
train,36,PainArm,36_PainArm_5,,3.96,2.2,3.08,1.7599999999999998
train,36,PainHand,36_PainHand_3,,,2.09,2.09,0.0
train,36,PainArm,36_PainArm_7,2.0,,2.22,2.1100000000000003,0.2200000000000002
train,36,PainArm,36_PainArm_8,,2.17,2.8,2.485,0.6299999999999999
train,36,PainHand,36_PainHand_4,,3.54,3.07,3.3049999999999997,0.4700000000000002
train,36,PainHand,36_PainHand_5,,3.57,2.07,2.82,1.5
train,36,PainHand,36_PainHand_6,,,2.34,2.34,0.0
train,36,PainArm,36_PainArm_9,,,2.24,2.24,0.0
train,36,PainHand,36_PainHand_7,,,2.19,2.19,0.0
train,36,PainHand,36_PainHand_8,2.61,3.59,2.19,2.61,1.4
train,36,PainHand,36_PainHand_9,,3.26,2.02,2.6399999999999997,1.2399999999999998
train,36,PainHand,36_PainHand_10,,1.94,2.89,2.415,0.9500000000000002
train,36,PainHand,36_PainHand_11,,,3.59,3.59,0.0
train,36,PainArm,36_PainArm_10,,3.88,2.52,3.2,1.3599999999999999
train,36,PainHand,36_PainHand_12,,2.0,2.87,2.435,0.8700000000000001
train,36,PainArm,36_PainArm_12,,2.11,2.68,2.395,0.5700000000000003
train,37,PainArm,37_PainArm_1,,1.35,3.02,2.185,1.67
train,37,PainArm,37_PainArm_2,,,2.71,2.71,0.0
train,37,PainHand,37_PainHand_1,,,2.03,2.03,0.0
train,37,PainHand,37_PainHand_2,,,2.08,2.08,0.0
train,37,PainArm,37_PainArm_3,,3.22,2.36,2.79,0.8600000000000003
train,37,PainArm,37_PainArm_4,,2.25,2.22,2.2350000000000003,0.029999999999999805
train,37,PainHand,37_PainHand_4,2.03,2.32,3.07,2.32,1.04
train,37,PainArm,37_PainArm_5,,3.86,3.51,3.6849999999999996,0.3500000000000001
train,37,PainArm,37_PainArm_6,,2.85,2.07,2.46,0.7800000000000002
train,37,PainHand,37_PainHand_5,,,2.52,2.52,0.0
train,37,PainHand,37_PainHand_6,,3.62,2.73,3.175,0.8900000000000001
train,37,PainArm,37_PainArm_7,3.38,,2.04,2.71,1.3399999999999999
train,37,PainArm,37_PainArm_8,,,2.12,2.12,0.0
train,37,PainHand,37_PainHand_7,,2.91,2.15,2.5300000000000002,0.7600000000000002
train,37,PainArm,37_PainArm_9,,,3.53,3.53,0.0
train,37,PainArm,37_PainArm_10,,,2.19,2.19,0.0
train,37,PainHand,37_PainHand_8,,2.43,3.28,2.855,0.8499999999999996
train,37,PainHand,37_PainHand_9,2.0,,2.34,2.17,0.33999999999999986
train,37,PainHand,37_PainHand_10,,,2.53,2.53,0.0
train,37,PainArm,37_PainArm_11,,,2.35,2.35,0.0
train,37,PainHand,37_PainHand_11,,,2.07,2.07,0.0
train,37,PainHand,37_PainHand_12,,2.99,2.17,2.58,0.8200000000000003
train,41,PainHand,41_PainHand_1,,3.84,2.01,2.925,1.83
train,41,PainHand,41_PainHand_2,,,2.85,2.85,0.0
train,41,PainArm,41_PainArm_1,,2.48,2.65,2.565,0.16999999999999993
train,41,PainArm,41_PainArm_2,,3.18,2.82,3.0,0.3600000000000003
train,41,PainHand,41_PainHand_3,,2.37,3.11,2.74,0.7399999999999998
train,41,PainHand,41_PainHand_4,,,2.4,2.4,0.0
train,41,PainArm,41_PainArm_3,,2.14,2.19,2.165,0.04999999999999982
train,41,PainHand,41_PainHand_5,,2.62,2.14,2.38,0.48
train,41,PainHand,41_PainHand_6,,2.74,2.43,2.585,0.31000000000000005
train,41,PainHand,41_PainHand_7,,,2.31,2.31,0.0
train,41,PainArm,41_PainArm_4,,2.91,2.93,2.92,0.020000000000000018
train,41,PainHand,41_PainHand_8,,2.64,2.05,2.3449999999999998,0.5900000000000003
train,41,PainHand,41_PainHand_9,,3.51,2.88,3.195,0.6299999999999999
train,41,PainArm,41_PainArm_5,,3.3,2.37,2.835,0.9299999999999997
train,41,PainHand,41_PainHand_10,,,2.0,2.0,0.0
train,41,PainArm,41_PainArm_6,,2.79,2.39,2.59,0.3999999999999999
train,41,PainArm,41_PainArm_7,,3.13,2.01,2.57,1.12
train,41,PainArm,41_PainArm_8,,2.32,2.95,2.635,0.6300000000000003
train,41,PainArm,41_PainArm_9,,,2.32,2.32,0.0
train,41,PainArm,41_PainArm_10,,,2.35,2.35,0.0
train,41,PainArm,41_PainArm_11,,2.48,2.42,2.45,0.06000000000000005
train,41,PainHand,41_PainHand_11,,,2.45,2.45,0.0
train,41,PainHand,41_PainHand_12,,2.48,2.48,2.48,0.0
train,41,PainArm,41_PainArm_12,,2.7,2.58,2.64,0.1200000000000001
train,42,PainArm,42_PainArm_2,,1.67,2.63,2.15,0.96
train,42,PainHand,42_PainHand_1,2.06,1.94,2.53,2.06,0.5899999999999999
train,42,PainHand,42_PainHand_2,,2.12,2.75,2.435,0.6299999999999999
train,42,PainArm,42_PainArm_4,,1.79,2.72,2.255,0.9300000000000002
train,42,PainHand,42_PainHand_3,,1.42,2.41,1.915,0.9900000000000002
train,42,PainHand,42_PainHand_4,,2.07,2.21,2.1399999999999997,0.14000000000000012
train,42,PainArm,42_PainArm_5,,3.22,2.19,2.705,1.0300000000000002
train,42,PainArm,42_PainArm_6,,2.63,2.84,2.735,0.20999999999999996
train,42,PainHand,42_PainHand_5,,3.73,2.45,3.09,1.2799999999999998
train,42,PainHand,42_PainHand_6,,1.52,2.28,1.9,0.7599999999999998
train,42,PainArm,42_PainArm_7,,1.95,2.09,2.02,0.1399999999999999
train,42,PainArm,42_PainArm_8,,1.6,2.72,2.16,1.12
train,42,PainHand,42_PainHand_7,,3.45,2.73,3.09,0.7200000000000002
train,42,PainArm,42_PainArm_9,2.02,2.29,2.27,2.27,0.27
train,42,PainArm,42_PainArm_10,,1.73,2.13,1.93,0.3999999999999999
train,42,PainHand,42_PainHand_8,,3.55,2.13,2.84,1.42
train,42,PainHand,42_PainHand_9,,3.67,2.36,3.0149999999999997,1.31
train,42,PainHand,42_PainHand_10,,2.07,3.51,2.79,1.44
train,42,PainArm,42_PainArm_11,2.0,,2.91,2.455,0.9100000000000001
train,42,PainHand,42_PainHand_11,,2.23,2.2,2.215,0.029999999999999805
train,42,PainHand,42_PainHand_12,,1.63,2.07,1.8499999999999999,0.43999999999999995
train,43,PainHand,43_PainHand_1,,3.14,3.27,3.205,0.1299999999999999
train,43,PainHand,43_PainHand_2,,,2.39,2.39,0.0
train,43,PainArm,43_PainArm_1,,1.87,2.5,2.185,0.6299999999999999
train,43,PainArm,43_PainArm_2,,,2.31,2.31,0.0
train,43,PainHand,43_PainHand_4,2.16,,2.41,2.285,0.25
train,43,PainArm,43_PainArm_3,,,2.81,2.81,0.0
train,43,PainArm,43_PainArm_4,,,2.49,2.49,0.0
train,43,PainHand,43_PainHand_5,,1.57,2.07,1.8199999999999998,0.4999999999999998
train,43,PainArm,43_PainArm_6,,1.34,2.11,1.725,0.7699999999999998
train,43,PainArm,43_PainArm_7,,1.93,2.14,2.035,0.2100000000000002
train,43,PainHand,43_PainHand_8,,,2.23,2.23,0.0
train,43,PainHand,43_PainHand_9,,1.42,2.34,1.88,0.9199999999999999
train,43,PainArm,43_PainArm_8,,1.77,2.55,2.16,0.7799999999999998
train,43,PainArm,43_PainArm_9,,,2.78,2.78,0.0
train,43,PainHand,43_PainHand_10,,1.37,2.58,1.975,1.21
train,43,PainArm,43_PainArm_10,,1.52,3.0,2.26,1.48
train,43,PainArm,43_PainArm_11,,,3.1,3.1,0.0
train,43,PainHand,43_PainHand_11,,1.35,2.69,2.02,1.3399999999999999
train,43,PainArm,43_PainArm_12,,,2.25,2.25,0.0
train,43,PainHand,43_PainHand_12,,3.01,3.92,3.465,0.9100000000000001
train,44,PainArm,44_PainArm_1,,3.5,2.29,2.895,1.21
train,44,PainArm,44_PainArm_2,2.04,,2.59,2.315,0.5499999999999998
train,44,PainHand,44_PainHand_1,,,2.65,2.65,0.0
train,44,PainArm,44_PainArm_3,,2.77,2.03,2.4,0.7400000000000002
train,44,PainArm,44_PainArm_4,,,2.27,2.27,0.0
train,44,PainArm,44_PainArm_5,,,2.15,2.15,0.0
train,44,PainArm,44_PainArm_6,,,3.78,3.78,0.0
train,44,PainHand,44_PainHand_3,,,2.04,2.04,0.0
train,44,PainArm,44_PainArm_7,,,2.2,2.2,0.0
train,44,PainArm,44_PainArm_8,3.01,,2.06,2.535,0.9499999999999997
train,44,PainHand,44_PainHand_4,,,2.27,2.27,0.0
train,44,PainHand,44_PainHand_5,,,2.14,2.14,0.0
train,44,PainHand,44_PainHand_6,2.88,,2.02,2.45,0.8599999999999999
train,44,PainArm,44_PainArm_9,,,2.22,2.22,0.0
train,44,PainHand,44_PainHand_7,,,2.12,2.12,0.0
train,44,PainHand,44_PainHand_8,3.04,,2.52,2.7800000000000002,0.52
train,44,PainHand,44_PainHand_9,,2.17,2.52,2.3449999999999998,0.3500000000000001
train,44,PainArm,44_PainArm_10,,,2.76,2.76,0.0
train,44,PainHand,44_PainHand_10,,,2.25,2.25,0.0
train,44,PainArm,44_PainArm_11,,,2.09,2.09,0.0
train,44,PainArm,44_PainArm_12,,,2.08,2.08,0.0
train,44,PainHand,44_PainHand_11,,,2.24,2.24,0.0
train,44,PainHand,44_PainHand_12,,,2.12,2.12,0.0
train,45,PainHand,45_PainHand_1,3.03,1.85,3.05,3.03,1.1999999999999997
train,45,PainHand,45_PainHand_2,,2.79,3.0,2.895,0.20999999999999996
train,45,PainArm,45_PainArm_1,,3.49,2.27,2.88,1.2200000000000002
train,45,PainArm,45_PainArm_2,,2.98,3.1,3.04,0.1200000000000001
train,45,PainHand,45_PainHand_3,,2.73,2.28,2.505,0.4500000000000002
train,45,PainHand,45_PainHand_4,3.14,1.72,2.16,2.16,1.4200000000000002
train,45,PainArm,45_PainArm_3,,3.09,2.31,2.7,0.7799999999999998
train,45,PainHand,45_PainHand_5,,3.42,2.12,2.77,1.2999999999999998
train,45,PainHand,45_PainHand_6,,,2.87,2.87,0.0
train,45,PainHand,45_PainHand_7,,,2.15,2.15,0.0
train,45,PainArm,45_PainArm_4,,3.76,2.06,2.91,1.6999999999999997
train,45,PainHand,45_PainHand_8,,2.23,2.9,2.565,0.6699999999999999
train,45,PainHand,45_PainHand_9,,2.38,2.79,2.585,0.41000000000000014
train,45,PainArm,45_PainArm_5,,2.15,3.21,2.6799999999999997,1.06
train,45,PainHand,45_PainHand_10,,2.07,2.14,2.105,0.07000000000000028
train,45,PainArm,45_PainArm_7,2.0,2.68,2.54,2.54,0.6800000000000002
train,45,PainArm,45_PainArm_8,,,2.25,2.25,0.0
train,45,PainArm,45_PainArm_9,,,2.11,2.11,0.0
train,45,PainArm,45_PainArm_10,3.32,3.31,3.01,3.31,0.31000000000000005
train,45,PainArm,45_PainArm_11,,3.42,2.12,2.77,1.2999999999999998
train,45,PainHand,45_PainHand_11,,1.79,2.6,2.1950000000000003,0.81
train,45,PainHand,45_PainHand_12,,,2.36,2.36,0.0
train,45,PainArm,45_PainArm_12,,2.99,3.36,3.175,0.36999999999999966
train,46,PainArm,46_PainArm_1,3.33,1.61,2.42,2.42,1.72
train,46,PainArm,46_PainArm_2,,3.24,2.17,2.705,1.0700000000000003
train,46,PainHand,46_PainHand_1,,3.08,2.23,2.6550000000000002,0.8500000000000001
train,46,PainHand,46_PainHand_2,,3.1,2.18,2.64,0.9199999999999999
train,46,PainArm,46_PainArm_3,,1.35,2.4,1.875,1.0499999999999998
train,46,PainArm,46_PainArm_4,,3.57,2.55,3.0599999999999996,1.02
train,46,PainHand,46_PainHand_3,2.82,2.2,2.42,2.42,0.6199999999999997
train,46,PainHand,46_PainHand_4,,1.51,3.25,2.38,1.74
train,46,PainArm,46_PainArm_5,,,2.78,2.78,0.0
train,46,PainArm,46_PainArm_6,,1.42,3.13,2.275,1.71
train,46,PainHand,46_PainHand_5,,,2.05,2.05,0.0
train,46,PainHand,46_PainHand_6,,2.94,2.91,2.925,0.029999999999999805
train,46,PainArm,46_PainArm_7,,3.24,2.7,2.97,0.54
train,46,PainArm,46_PainArm_8,,2.92,3.58,3.25,0.6600000000000001
train,46,PainHand,46_PainHand_7,,2.13,2.12,2.125,0.009999999999999787
train,46,PainArm,46_PainArm_9,,2.66,,2.66,0.0
train,46,PainArm,46_PainArm_10,,2.38,2.51,2.445,0.1299999999999999
train,46,PainHand,46_PainHand_8,,,2.89,2.89,0.0
train,46,PainHand,46_PainHand_9,,2.65,,2.65,0.0
train,46,PainHand,46_PainHand_10,,,2.88,2.88,0.0
train,46,PainArm,46_PainArm_11,,2.82,2.07,2.445,0.75
train,46,PainHand,46_PainHand_11,,2.64,2.33,2.4850000000000003,0.31000000000000005
train,46,PainHand,46_PainHand_12,,1.95,2.18,2.065,0.2300000000000002
train,46,PainArm,46_PainArm_12,,2.31,3.13,2.7199999999999998,0.8199999999999998
train,47,PainArm,47_PainArm_1,,3.19,2.79,2.99,0.3999999999999999
train,47,PainArm,47_PainArm_2,,3.44,2.32,2.88,1.12
train,47,PainHand,47_PainHand_1,,,2.38,2.38,0.0
train,47,PainHand,47_PainHand_2,,2.1,3.42,2.76,1.3199999999999998
train,47,PainArm,47_PainArm_3,,,2.29,2.29,0.0
train,47,PainArm,47_PainArm_4,,,,,
train,47,PainArm,47_PainArm_5,,,2.05,2.05,0.0
train,47,PainArm,47_PainArm_6,,,2.76,2.76,0.0
train,47,PainHand,47_PainHand_3,,,2.72,2.72,0.0
train,47,PainArm,47_PainArm_7,,,3.34,3.34,0.0
train,47,PainArm,47_PainArm_8,,,2.42,2.42,0.0
train,47,PainHand,47_PainHand_5,,,3.47,3.47,0.0
train,47,PainHand,47_PainHand_6,,2.84,3.2,3.02,0.3600000000000003
train,47,PainArm,47_PainArm_9,,,2.03,2.03,0.0
train,47,PainHand,47_PainHand_8,,,2.27,2.27,0.0
train,47,PainHand,47_PainHand_9,,,,,
train,47,PainHand,47_PainHand_10,,,2.18,2.18,0.0
train,47,PainHand,47_PainHand_11,2.39,1.86,2.39,2.39,0.53
train,47,PainArm,47_PainArm_10,,,2.09,2.09,0.0
train,47,PainArm,47_PainArm_11,,,2.95,2.95,0.0
train,47,PainHand,47_PainHand_12,,2.24,3.14,2.6900000000000004,0.8999999999999999
train,47,PainArm,47_PainArm_12,,,2.67,2.67,0.0
train,48,PainHand,48_PainHand_2,,1.6,2.16,1.8800000000000001,0.56
train,48,PainArm,48_PainArm_1,,2.78,3.22,3.0,0.4400000000000004
train,48,PainArm,48_PainArm_2,,,2.65,2.65,0.0
train,48,PainHand,48_PainHand_3,,3.88,2.32,3.0999999999999996,1.56
train,48,PainHand,48_PainHand_4,,,2.34,2.34,0.0
train,48,PainArm,48_PainArm_3,,2.03,2.6,2.315,0.5700000000000003
train,48,PainHand,48_PainHand_5,,2.98,2.37,2.675,0.6099999999999999
train,48,PainHand,48_PainHand_6,,3.35,2.85,3.1,0.5
train,48,PainHand,48_PainHand_7,,1.79,3.74,2.765,1.9500000000000002
train,48,PainArm,48_PainArm_4,,,2.39,2.39,0.0
train,48,PainHand,48_PainHand_8,,3.13,3.36,3.245,0.22999999999999998
train,48,PainHand,48_PainHand_10,,2.15,2.41,2.2800000000000002,0.26000000000000023
train,48,PainArm,48_PainArm_6,3.46,3.85,3.34,3.46,0.5100000000000002
train,48,PainArm,48_PainArm_7,,3.72,2.03,2.875,1.6900000000000004
train,48,PainArm,48_PainArm_8,,,3.05,3.05,0.0
train,48,PainArm,48_PainArm_9,,,2.04,2.04,0.0
train,48,PainArm,48_PainArm_10,,,,,
train,48,PainArm,48_PainArm_11,,2.56,2.42,2.49,0.14000000000000012
train,48,PainHand,48_PainHand_12,,,2.04,2.04,0.0
train,49,PainArm,49_PainArm_1,,2.54,2.01,2.275,0.5300000000000002
train,49,PainArm,49_PainArm_2,,,2.16,2.16,0.0
train,49,PainHand,49_PainHand_1,,,2.09,2.09,0.0
train,49,PainHand,49_PainHand_2,,,2.42,2.42,0.0
train,49,PainArm,49_PainArm_3,,,2.69,2.69,0.0
train,49,PainArm,49_PainArm_4,,2.49,2.34,2.415,0.15000000000000036
train,49,PainHand,49_PainHand_3,,,2.14,2.14,0.0
train,49,PainHand,49_PainHand_4,,,2.09,2.09,0.0
train,49,PainArm,49_PainArm_6,,,2.45,2.45,0.0
train,49,PainHand,49_PainHand_5,2.07,2.18,2.38,2.18,0.31000000000000005
train,49,PainHand,49_PainHand_6,,2.94,2.12,2.5300000000000002,0.8199999999999998
train,49,PainArm,49_PainArm_7,,,2.51,2.51,0.0
train,49,PainArm,49_PainArm_8,,2.59,,2.59,0.0
train,49,PainHand,49_PainHand_7,,,2.14,2.14,0.0
train,49,PainArm,49_PainArm_9,,2.88,2.06,2.4699999999999998,0.8199999999999998
train,49,PainArm,49_PainArm_10,,,2.91,2.91,0.0
train,49,PainHand,49_PainHand_8,,,2.13,2.13,0.0
train,49,PainHand,49_PainHand_9,,,2.13,2.13,0.0
train,49,PainHand,49_PainHand_10,,,2.14,2.14,0.0
train,49,PainArm,49_PainArm_11,,,2.19,2.19,0.0
train,49,PainHand,49_PainHand_11,,3.12,2.0,2.56,1.12
train,49,PainHand,49_PainHand_12,,3.27,2.78,3.025,0.4900000000000002
train,49,PainArm,49_PainArm_12,,,2.26,2.26,0.0
train,52,PainArm,52_PainArm_1,,,2.25,2.25,0.0
train,52,PainArm,52_PainArm_2,,,2.51,2.51,0.0
train,52,PainHand,52_PainHand_1,2.01,,2.58,2.295,0.5700000000000003
train,52,PainHand,52_PainHand_2,,,2.17,2.17,0.0
train,52,PainArm,52_PainArm_3,,3.93,2.16,3.045,1.77
train,52,PainArm,52_PainArm_4,,,2.18,2.18,0.0
train,52,PainHand,52_PainHand_3,,,2.05,2.05,0.0
train,52,PainHand,52_PainHand_4,,,2.62,2.62,0.0
train,52,PainArm,52_PainArm_5,,,2.15,2.15,0.0
train,52,PainArm,52_PainArm_6,,,2.44,2.44,0.0
train,52,PainHand,52_PainHand_5,,,2.11,2.11,0.0
train,52,PainHand,52_PainHand_6,,3.09,2.61,2.8499999999999996,0.48
train,52,PainArm,52_PainArm_7,2.06,,2.55,2.3049999999999997,0.48999999999999977
train,52,PainArm,52_PainArm_8,,,2.02,2.02,0.0
train,52,PainHand,52_PainHand_7,,,2.81,2.81,0.0
train,52,PainArm,52_PainArm_9,2.02,,2.63,2.325,0.6099999999999999
train,52,PainArm,52_PainArm_10,,,2.18,2.18,0.0
train,52,PainHand,52_PainHand_8,,2.36,3.66,3.01,1.3000000000000003
train,52,PainHand,52_PainHand_9,,3.44,2.0,2.7199999999999998,1.44
train,52,PainHand,52_PainHand_10,,2.41,2.35,2.38,0.06000000000000005
train,52,PainArm,52_PainArm_11,,,2.63,2.63,0.0
train,52,PainHand,52_PainHand_11,,,2.83,2.83,0.0
train,52,PainHand,52_PainHand_12,,,2.18,2.18,0.0
train,52,PainArm,52_PainArm_12,,3.5,2.69,3.0949999999999998,0.81
train,53,PainHand,53_PainHand_1,,3.4,2.1,2.75,1.2999999999999998
train,53,PainHand,53_PainHand_2,,,2.36,2.36,0.0
train,53,PainArm,53_PainArm_1,,2.98,2.84,2.91,0.14000000000000012
train,53,PainArm,53_PainArm_2,,2.48,2.16,2.3200000000000003,0.31999999999999984
train,53,PainHand,53_PainHand_3,,2.79,2.38,2.585,0.41000000000000014
train,53,PainHand,53_PainHand_4,,1.83,3.86,2.8449999999999998,2.03
train,53,PainArm,53_PainArm_3,,1.97,2.67,2.32,0.7
train,53,PainArm,53_PainArm_4,2.71,1.73,2.78,2.71,1.0499999999999998
train,53,PainHand,53_PainHand_5,,1.7,2.55,2.125,0.8499999999999999
train,53,PainArm,53_PainArm_5,,2.86,3.38,3.12,0.52
train,53,PainHand,53_PainHand_6,,3.07,3.07,3.07,0.0
train,53,PainArm,53_PainArm_6,,1.53,2.61,2.07,1.0799999999999998
train,53,PainArm,53_PainArm_7,,2.38,2.14,2.26,0.23999999999999977
train,53,PainHand,53_PainHand_7,,2.35,3.18,2.765,0.8300000000000001
train,53,PainHand,53_PainHand_8,,1.88,3.44,2.66,1.56
train,53,PainHand,53_PainHand_9,,2.16,2.06,2.1100000000000003,0.10000000000000009
train,53,PainArm,53_PainArm_8,,1.81,3.56,2.685,1.75
train,53,PainArm,53_PainArm_9,,1.48,2.25,1.865,0.77
train,53,PainHand,53_PainHand_10,,2.65,2.24,2.4450000000000003,0.4099999999999997
train,53,PainArm,53_PainArm_10,,2.27,2.6,2.435,0.33000000000000007
train,53,PainArm,53_PainArm_11,2.13,1.57,2.97,2.13,1.4000000000000001
train,53,PainHand,53_PainHand_11,,2.18,3.78,2.98,1.5999999999999996
train,53,PainArm,53_PainArm_12,,1.4,2.01,1.7049999999999998,0.6099999999999999
train,53,PainHand,53_PainHand_12,2.0,2.54,2.76,2.54,0.7599999999999998
train,55,PainHand,55_PainHand_1,,1.92,2.19,2.0549999999999997,0.27
train,55,PainHand,55_PainHand_2,,1.46,2.18,1.82,0.7200000000000002
train,55,PainArm,55_PainArm_1,3.15,1.55,2.16,2.16,1.5999999999999999
train,55,PainArm,55_PainArm_2,,1.67,2.39,2.0300000000000002,0.7200000000000002
train,55,PainHand,55_PainHand_3,,2.34,2.23,2.285,0.10999999999999988
train,55,PainHand,55_PainHand_4,,1.58,2.02,1.8,0.43999999999999995
train,55,PainArm,55_PainArm_3,2.01,1.78,2.06,2.01,0.28
train,55,PainHand,55_PainHand_5,,1.62,2.27,1.945,0.6499999999999999
train,55,PainHand,55_PainHand_6,,3.01,2.44,2.7249999999999996,0.5699999999999998
train,55,PainHand,55_PainHand_7,,,2.13,2.13,0.0
train,55,PainArm,55_PainArm_4,,1.66,2.14,1.9,0.4800000000000002
train,55,PainHand,55_PainHand_8,,2.03,3.13,2.58,1.1
train,55,PainHand,55_PainHand_9,,1.69,2.0,1.845,0.31000000000000005
train,55,PainArm,55_PainArm_5,,1.83,2.09,1.96,0.2599999999999998
train,55,PainHand,55_PainHand_10,,1.8,2.08,1.94,0.28
train,55,PainArm,55_PainArm_6,,2.87,2.26,2.565,0.6100000000000003
train,55,PainArm,55_PainArm_7,,1.46,2.18,1.82,0.7200000000000002
train,55,PainArm,55_PainArm_8,,1.94,2.22,2.08,0.28000000000000025
train,55,PainArm,55_PainArm_9,,1.78,2.07,1.9249999999999998,0.2899999999999998
train,55,PainArm,55_PainArm_10,3.21,1.95,2.34,2.34,1.26
train,55,PainArm,55_PainArm_11,3.09,2.06,2.32,2.32,1.0299999999999998
train,55,PainHand,55_PainHand_11,,1.65,2.41,2.0300000000000002,0.7600000000000002
train,55,PainArm,55_PainArm_12,,2.05,2.36,2.205,0.31000000000000005
train,56,PainArm,56_PainArm_2,,2.18,2.63,2.4050000000000002,0.44999999999999973
train,56,PainHand,56_PainHand_1,2.68,,2.9,2.79,0.21999999999999975
train,56,PainArm,56_PainArm_3,,1.59,3.14,2.365,1.55
train,56,PainArm,56_PainArm_4,,,2.47,2.47,0.0
train,56,PainHand,56_PainHand_3,,,2.26,2.26,0.0
train,56,PainHand,56_PainHand_4,,2.54,2.1,2.3200000000000003,0.43999999999999995
train,56,PainArm,56_PainArm_6,,,2.11,2.11,0.0
train,56,PainHand,56_PainHand_6,,,2.75,2.75,0.0
train,56,PainArm,56_PainArm_7,,1.99,3.66,2.825,1.6700000000000002
train,56,PainArm,56_PainArm_8,,2.98,2.42,2.7,0.56
train,56,PainHand,56_PainHand_7,,,2.35,2.35,0.0
train,56,PainArm,56_PainArm_9,,,2.16,2.16,0.0
train,56,PainArm,56_PainArm_10,,2.16,2.16,2.16,0.0
train,56,PainHand,56_PainHand_8,,1.68,3.45,2.565,1.7700000000000002
train,56,PainHand,56_PainHand_9,,1.77,2.13,1.95,0.3599999999999999
train,56,PainHand,56_PainHand_10,,,2.24,2.24,0.0
train,56,PainHand,56_PainHand_11,,,2.14,2.14,0.0
train,56,PainHand,56_PainHand_12,,1.71,2.09,1.9,0.3799999999999999
train,56,PainArm,56_PainArm_12,,2.61,2.89,2.75,0.28000000000000025
train,57,PainHand,57_PainHand_1,,3.12,2.28,2.7,0.8400000000000003
train,57,PainHand,57_PainHand_2,,,2.49,2.49,0.0
train,57,PainArm,57_PainArm_1,,,2.67,2.67,0.0
train,57,PainHand,57_PainHand_3,,,2.07,2.07,0.0
train,57,PainHand,57_PainHand_4,,,2.21,2.21,0.0
train,57,PainArm,57_PainArm_3,,,2.45,2.45,0.0
train,57,PainHand,57_PainHand_5,2.01,,2.0,2.005,0.009999999999999787
train,57,PainArm,57_PainArm_5,,,2.24,2.24,0.0
train,57,PainHand,57_PainHand_6,,,2.41,2.41,0.0
train,57,PainArm,57_PainArm_6,3.53,,2.34,2.9349999999999996,1.19
train,57,PainHand,57_PainHand_7,,,2.17,2.17,0.0
train,57,PainHand,57_PainHand_8,2.14,,2.0,2.0700000000000003,0.14000000000000012
train,57,PainHand,57_PainHand_9,,,2.15,2.15,0.0
train,57,PainArm,57_PainArm_8,,,2.35,2.35,0.0
train,57,PainArm,57_PainArm_9,,,2.26,2.26,0.0
train,57,PainHand,57_PainHand_10,,,2.42,2.42,0.0
train,57,PainArm,57_PainArm_10,,,2.2,2.2,0.0
train,57,PainArm,57_PainArm_11,,,2.29,2.29,0.0
train,57,PainHand,57_PainHand_11,,,2.41,2.41,0.0
train,57,PainArm,57_PainArm_12,,,2.97,2.97,0.0
train,57,PainHand,57_PainHand_12,,,2.18,2.18,0.0
